"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 06 18:45:12 GMT 2022","Wed Apr 06 18:45:14 GMT 2022","2101","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifyThatTheUserDataIsReturnedSuccessfullyAndNotEmptyWhenIGetUser","verifyThatTheUserDataIsReturnedSuccessfullyAndNotEmptyWhenIGetUser",""
"failed","Wed Apr 06 18:44:53 GMT 2022","Wed Apr 06 18:44:59 GMT 2022","5913","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifyDeleteUserResponseStatusCode","verifyDeleteUserResponseStatusCode",""
"passed","Wed Apr 06 18:45:10 GMT 2022","Wed Apr 06 18:45:12 GMT 2022","1496","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifyThatTheUserDataIsReturnedSuccessfullyAndNotEmptyWhenICreateUser","verifyThatTheUserDataIsReturnedSuccessfullyAndNotEmptyWhenICreateUser",""
"passed","Wed Apr 06 18:44:59 GMT 2022","Wed Apr 06 18:45:02 GMT 2022","3162","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifyLoginResponseSchema","verifyLoginResponseSchema",""
"passed","Wed Apr 06 18:45:02 GMT 2022","Wed Apr 06 18:45:04 GMT 2022","1856","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifySchemaOfResponseWhenCreatingValidUser","verifySchemaOfResponseWhenCreatingValidUser",""
"passed","Wed Apr 06 18:44:53 GMT 2022","Wed Apr 06 18:44:53 GMT 2022","6","Command line suite","Command line test","tests.contacts.ContactsTest","tests.contacts.ContactsTest","testTest","testTest",""
"passed","Wed Apr 06 18:45:04 GMT 2022","Wed Apr 06 18:45:07 GMT 2022","2959","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifySchemaOfResponseWhenGettingUser","verifySchemaOfResponseWhenGettingUser",""
"passed","Wed Apr 06 18:45:07 GMT 2022","Wed Apr 06 18:45:10 GMT 2022","3289","Command line suite","Command line test","tests.users.UsersTest","tests.users.UsersTest","verifySchemaOfResponseWhenUpdatingUser","verifySchemaOfResponseWhenUpdatingUser",""
